0.984808,0.173648,0,1.49138,0.0246314,0.338009,-0.169124,0.000149117,-6.40017e-05,6.529e-05,0.0576011
0.939693,0.34202,0,1.49138,0.0246314,0.485242,0.298,0.00129457,-0.000202016,-0.000302505,0.141165
0.866025,0.5,0,1.49138,0.0246314,0.501302,0.377351,0.00119025,-4.51125e-05,-0.000306699,0.150174
0.766044,0.642788,0,1.49138,0.0246314,0.456921,0.435734,-0.000744393,-3.47478e-05,0.000224147,0.134187
0.642788,0.766044,0,1.49138,0.0246314,0.376868,0.570874,-0.000379715,-5.05274e-05,0.000138884,0.134933
0.5,0.866025,0,1.49138,0.0246314,0.258379,0.652636,-0.000220698,-7.67255e-05,6.29309e-05,0.121371
0.34202,0.939693,0,1.49138,0.0246314,0.110589,0.551458,0.000565123,0.000180024,-0.000106442,0.0742141
0.173648,0.984808,0,1.49138,0.0246314,0.0109802,0.494394,0.000862071,8.31942e-05,-2.7935e-05,0.0443546
6.12323e-17,1,0,1.49138,0.0246314,-9.75987e-06,0.448619,-0.000152945,-3.09283e-05,-3.60795e-06,1.86284e-05
6.12323e-17,-1,0,1.49138,0.0246314,-0.00121091,-1.44774,0.00204248,0.000332477,4.41681e-05,0.000270592
0.173648,-0.984808,0,1.49138,0.0246314,0.637408,-1.14279,-0.00056046,-9.38268e-05,4.02303e-05,-0.0527
0.34202,-0.939693,0,1.49138,0.0246314,1.02127,-0.876568,-0.000703151,-6.50753e-05,-1.58699e-05,-0.0680342
0.5,-0.866025,0,1.49138,0.0246314,1.04209,-0.578977,-0.000580465,-7.82082e-05,4.38719e-05,-0.0607873
0.642788,-0.766044,0,1.49138,0.0246314,1.22583,-0.290169,0.000795789,-9.64387e-06,0.000182396,-0.0461167
0.766044,-0.642788,0,1.49138,0.0246314,1.26408,0.0150018,0.00100418,-0.000473038,0.000279369,-0.0135443
0.866025,-0.5,0,1.49138,0.0246314,1.13498,0.262059,-0.000177252,8.30347e-06,-6.27837e-06,0.0241024
