-0.448074,0.893997,-0,0.173205,0.212088,-2.8341e-07,0.00028501,-4.20583e-07,2.60473e-09,1.07747e-08,3.08598e-08
0.776686,-0.629888,0,0.173205,0.212088,0.000130131,0.000268275,2.95482e-07,1.24886e-09,-7.2129e-09,-1.69841e-06
-0.967251,0.253823,-0,0.173205,0.212088,0.000217361,0.000329531,-6.5408e-08,-4.20111e-09,1.70088e-10,-1.39735e-06
0.985897,0.167356,0,0.173205,0.212088,0.000247464,0.000352616,-1.95474e-07,-5.3602e-09,9.57785e-09,-9.73495e-07
-0.82931,-0.558789,-0,0.173205,0.212088,0.000471825,0.000363509,2.20044e-07,-2.951e-09,8.39849e-09,4.92432e-07
0.525322,0.850904,0,0.173205,0.212088,0.000306436,0.000293102,-3.02623e-07,-5.78329e-09,-7.70495e-09,2.16284e-07
-0.34799,-0.629887,0.694367,0.173205,0.212088,-1.03861e-07,0.000268614,0.000130223,1.71043e-06,-5.07835e-09,8.86255e-10
-0.0637047,0.946286,-0.316992,0.173205,0.212088,0.000106581,0.000313029,0.000109429,-1.08129e-06,-2.60443e-09,9.8961e-07
-0.284326,0.73608,0.614285,0.173205,0.212088,0.000318283,0.000534265,0.000167547,3.97471e-07,-1.50081e-08,-9.67226e-07
0.348963,-0.926538,0.140547,0.173205,0.212088,0.000447427,0.000503511,0.000171422,5.02858e-07,-2.50656e-08,-8.15783e-07
0.755723,0.358828,-0.547837,0.173205,0.212088,0.000589448,0.000484018,0.00018635,1.12298e-06,-4.07887e-08,-9.3208e-07
0.948651,0.311337,0.0559456,0.173205,0.212088,0.000843237,0.000583381,0.000192019,5.39111e-07,-5.39323e-08,-2.65915e-06
0.433465,0.253929,-0.864655,0.173205,0.212088,1.59348e-07,0.000324385,0.000216999,1.73376e-06,-1.68974e-08,-3.01493e-08
0.075256,0.736003,0.672782,0.173205,0.212088,0.000192405,0.000673813,0.000370109,1.87559e-06,7.85169e-09,-1.25336e-06
0.268415,0.937823,-0.220093,0.173205,0.212088,0.000346654,0.000633608,0.000370439,1.64374e-06,-1.62353e-08,-8.74505e-07
-0.0965233,0.982046,-0.16208,0.173205,0.212088,0.00052225,0.00065343,0.000376729,1.58293e-06,-5.51001e-10,-2.45095e-06
-0.790138,0.0364129,-0.611847,0.173205,0.212088,0.00066561,0.000602774,0.000365717,1.52286e-06,-5.36095e-08,-2.75628e-06
-0.135462,-0.988578,0.0660535,0.173205,0.212088,0.00115755,0.000933757,0.000580618,1.35413e-06,-1.85379e-07,-8.02778e-07
-0.441798,0.167304,0.881376,0.173205,0.212088,4.34127e-08,0.000293556,0.000300604,-1.52471e-06,3.71399e-09,1.08433e-09
-0.293577,-0.92651,-0.235354,0.173205,0.212088,0.000170298,0.0005793,0.000502786,2.15932e-06,6.49306e-08,-1.02417e-06
-0.113314,0.98206,0.150726,0.173205,0.212088,0.000323563,0.000602585,0.000524879,2.32879e-06,5.33731e-09,-1.12543e-06
0.252682,0.755407,0.604576,0.173205,0.212088,0.000509029,0.000670475,0.000569451,1.84693e-06,-4.57484e-08,-2.04929e-06
0.538568,0.841477,0.0431405,0.173205,0.212088,0.000752221,0.000727676,0.000625517,1.65242e-06,1.91727e-07,-2.4548e-06
-0.0743724,0.976535,-0.202108,0.173205,0.212088,0.000921343,0.000700461,0.000678173,1.41076e-06,2.99373e-07,-1.86819e-06
0.371571,-0.558793,-0.741408,0.173205,0.212088,2.79503e-07,0.000362758,0.000470449,-5.20763e-07,1.10898e-08,1.0104e-08
0.719382,0.358822,-0.594758,0.173205,0.212088,0.000827694,0.00473936,0.00386075,2.0018e-06,3.36e-07,-2.29564e-06
-0.55225,0.0364034,-0.832883,0.173205,0.212088,0.000293784,0.000608508,0.000691807,2.63741e-06,-2.67539e-08,-1.3099e-06
-0.0642947,0.841522,-0.536383,0.173205,0.212088,0.000496207,0.00069644,0.000790557,2.38583e-06,-4.83884e-08,-1.56131e-06
0.525322,0.850904,0,0.173205,0.212088,0.000309712,0.000295159,-2.73171e-07,-5.29423e-09,-3.75337e-09,2.55861e-07
-0.127964,-0.991779,-0,0.173205,0.212088,0.000663977,0.00025129,-1.80518e-07,-6.54888e-09,1.2346e-08,-1.49855e-06
-0.292139,0.956376,-0,0.173205,0.212088,0.000331891,0.000216362,-7.99073e-08,6.00985e-09,7.3408e-09,2.29228e-06
