-0.707107,-0,-0.707107,-0.403767,-0.00627358,-0.40384,0.0997507,-0.00017891,-0.101276
-0.696365,0.173648,-0.696364,-0.500932,0.270781,-0.500754,-0.0886772,-0.000151643,0.0888924
-0.541675,0.642788,-0.541675,-0.404043,0.509783,-0.40381,-0.114205,-0.000536673,0.114488
-0.353553,0.866025,-0.353554,-0.255849,0.514843,-0.255765,-0.0363849,0.000333437,0.036042
-0.241846,0.939692,-0.241846,-0.167932,0.488463,-0.167952,-0.0146778,-0.000240625,0.0142865
-0.573576,-0,-0.819152,-0.442377,0.0880043,-0.552185,0.0469214,-0.0132818,0.021146
-0.564862,0.173648,-0.806708,-0.445688,0.285553,-0.601076,-0.139659,-0.0435269,0.169554
-0.538986,0.34202,-0.769751,-0.425967,0.415723,-0.555709,-0.159829,-0.0395437,0.177676
-0.496733,0.5,-0.709406,-0.394463,0.478942,-0.477102,-0.132203,-0.0373488,0.141376
-0.439385,0.642788,-0.627507,-0.363753,0.508895,-0.421691,-0.106195,-0.0326403,0.115567
-0.368687,0.766045,-0.52654,-0.307018,0.52102,-0.357587,-0.0625205,-0.0274752,0.0906768
-0.286789,0.866025,-0.409576,-0.222704,0.515894,-0.275745,-0.0168922,-0.0120888,0.0498223
-0.196175,0.939692,-0.280167,-0.139902,0.49682,-0.1863,0.00602646,-0.00184788,0.0123476
-0.422618,-0,-0.906308,-0.329899,0.0782448,-0.529954,0.0966853,0.0100586,0.03668
-0.416198,0.173649,-0.892539,-0.340322,0.27229,-0.644615,-0.11385,-0.0522435,0.154796
-0.397131,0.34202,-0.851651,-0.322017,0.372504,-0.557896,-0.0777243,-0.0430265,0.131774
-0.365998,0.500001,-0.784885,-0.317323,0.471307,-0.522031,-0.125898,-0.0334496,0.12604
-0.323744,0.642788,-0.694272,-0.288493,0.519508,-0.460735,-0.0924698,-0.0343146,0.0964774
-0.271655,0.766044,-0.582564,-0.236519,0.535515,-0.385711,-0.0278842,-0.0348354,0.0695945
-0.144544,0.939693,-0.309976,-0.103867,0.490799,-0.197402,0.0162376,-0.00421946,0.0119976
-0.258819,-0,-0.965926,-0.217735,0.0944592,-0.629805,0.0475495,-0.013233,0.0560586
-0.254886,0.173648,-0.951251,-0.215909,0.278521,-0.714162,-0.162748,-0.0204546,0.0983675
-0.24321,0.342019,-0.907674,-0.21309,0.385519,-0.643121,-0.139702,-0.0225711,0.0945142
-0.224143,0.5,-0.836516,-0.209178,0.464213,-0.561273,-0.126821,-0.0202808,0.0805302
-0.0871557,-0,-0.996195,-0.0887642,-0.0192113,-0.322898,0.275736,-0.0781567,-0.0151975
-0.0858316,0.173648,-0.98106,-0.0665737,0.258795,-0.685294,-0.0940344,-0.00744386,0.0369673
-0.0818991,0.34202,-0.936117,-0.0669914,0.366097,-0.638023,-0.11804,-0.0122517,0.0310005
-0.0754792,0.5,-0.86273,-0.0729346,0.478163,-0.617163,-0.147363,-0.00912231,0.0273164
-0.0667655,0.642787,-0.76313,-0.0649264,0.519857,-0.516513,-0.0910296,-0.0143614,0.0237183
-0.0560228,0.766045,-0.640341,-0.0539922,0.540326,-0.433295,-0.0229396,-0.0121016,0.0129838
-0.0298147,0.93969,-0.340724,-0.0223889,0.501807,-0.209417,0.0391845,-0.0039199,0.00433403
-0.98106,0.173648,-0.0858317,-0.685484,0.25887,-0.0665125,-0.0368621,0.00761265,0.0942554
-0.936116,0.342021,-0.0818997,-0.637944,0.366265,-0.0670049,-0.0314733,0.0122265,0.117989
